ID,Edad,Ingreso_Anual,Género,Nivel_Educativo,Estado_Civil,Num_Hijos,Propietario_Vivienda,Compra_Realizada
1312,61,43636.454999029345,M,Bachillerato,Soltero,3,Sí,No
1313,52,41452.50607641862,M,Universitario,Soltero,3,No,No
1314,39,54942.631033595135,F,Bachillerato,Soltero,1,Sí,No
1315,61,27242.394549924815,M,Maestría,Divorciado,0,Sí,Sí
1316,41,61258.68751282648,M,Bachillerato,Divorciado,2,No,Sí
1317,34,43757.08392672119,F,Bachillerato,Divorciado,2,No,Sí
1318,27,33048.95991439463,F,Bachillerato,Divorciado,1,Sí,Sí
1319,47,43249.80713006279,F,Universitario,Casado,0,No,Sí
1320,63,68857.2382529386,n,Universitario,Soltero,0,Sí,No
1321,40,,F,Maestría,Divorciado,1,No,Sí
1322,49,55376.804273144306,n,Universitario,Soltero,4,Sí,Sí
1323,34,39035.6558642679,F,Bachillerato,Casado,4,Sí,No
1324,34,,M,Universitario,Soltero,0,Sí,Sí
1325,31,,M,Bachillerato,nan,4,No,Sí
1326,26,77729.13249944618,n,Universitario,Divorciado,4,Sí,No
1327,57,47366.54081751177,M,nan,Divorciado,4,Sí,Sí
1328,19,,M,Universitario,Casado,0,No,No
1329,62,51471.01309308417,n,Bachillerato,Soltero,4,No,No
1330,42,69438.07672794521,M,Universitario,Divorciado,2,Sí,Sí
1331,56,39217.51418586905,F,Bachillerato,Divorciado,0,Sí,No
1332,26,61175.07969315922,M,Bachillerato,Divorciado,1,No,Sí
1333,39,47079.54055824978,F,nan,Casado,4,Sí,Sí
1334,60,49037.17734337253,M,Universitario,Soltero,3,No,Sí
1335,63,51376.287266725594,M,Maestría,Divorciado,0,No,No
1336,21,,n,Maestría,Soltero,1,No,No
1337,43,,F,Bachillerato,Casado,2,Sí,No
1338,46,53220.6977475579,n,Universitario,Soltero,1,No,No
1339,62,73671.77086343277,n,Bachillerato,Divorciado,4,Sí,No
1340,51,,F,Bachillerato,Soltero,3,Sí,No
1341,40,63037.318887453446,F,Universitario,Soltero,4,No,No
1342,54,43166.907109641936,M,Bachillerato,Casado,1,No,No
1343,28,36661.387576575136,M,Universitario,Casado,0,No,No
1344,23,64329.50837356629,M,Universitario,Soltero,3,No,No
1345,35,63140.70188794691,M,Bachillerato,Soltero,3,Sí,No
1346,38,72090.06013626473,F,Bachillerato,Soltero,1,Sí,Sí
1347,59,40940.290610461554,M,Maestría,Casado,4,No,No
1348,53,46556.77016959479,M,Bachillerato,Casado,1,Sí,Sí
1349,58,25407.737562118487,F,Universitario,Soltero,3,No,Sí
1350,55,44112.93340908691,M,Maestría,Casado,1,Sí,Sí
1351,51,64948.55765869171,M,Universitario,Divorciado,3,Sí,Sí
1352,34,43002.569311577034,M,nan,Casado,4,Sí,No
1353,54,59607.19692801236,F,Bachillerato,Casado,0,No,Sí
1354,42,47142.45341003283,F,Bachillerato,Casado,0,Sí,Sí
1355,55,54860.85542332341,M,Bachillerato,Divorciado,1,Sí,Sí
1356,29,32784.62915276499,n,Universitario,Divorciado,3,Sí,No
1357,40,51278.14174450852,F,nan,Divorciado,0,Sí,Sí
1358,59,5132.960436489149,M,Universitario,Soltero,3,No,Sí
1359,39,47196.557627570226,M,Maestría,Soltero,4,Sí,No
1360,38,25542.901344272897,F,Bachillerato,Divorciado,1,No,No
1361,44,68089.91774820224,F,Universitario,Soltero,3,No,No
1362,48,61661.11029146767,F,Bachillerato,Soltero,1,Sí,No
1363,23,57000.06472949121,M,Universitario,Soltero,3,Sí,No
1364,44,72815.0934073907,n,Bachillerato,Divorciado,3,No,No
1365,57,35766.25218762744,M,Universitario,Casado,4,No,No
1366,51,76210.44796873338,n,Universitario,Divorciado,1,No,No
1367,29,63982.87346390577,F,Maestría,Divorciado,2,Sí,No
1368,62,46451.67069171581,M,Bachillerato,Soltero,3,Sí,Sí
1369,24,,M,Maestría,Soltero,3,No,No
1370,27,33405.59731382549,F,Maestría,Casado,0,No,Sí
1371,62,37632.2875770849,F,Bachillerato,Casado,1,No,Sí
1372,34,40871.154151404495,M,nan,Casado,2,Sí,No
1373,43,42065.33437903977,F,Maestría,Casado,4,Sí,No
1374,38,34151.635358596206,F,Bachillerato,Divorciado,2,No,No
1375,45,68346.24600642988,M,Universitario,Casado,4,Sí,No
1376,63,46117.18399445253,M,Maestría,nan,2,No,Sí
1377,19,55287.57452535319,M,Maestría,Soltero,2,Sí,Sí
1378,60,41444.72950379479,M,Maestría,Casado,1,No,No
1379,18,22690.950491772244,F,Universitario,Soltero,0,Sí,Sí
1380,53,54050.86037587133,F,Maestría,Soltero,2,Sí,No
1381,43,21316.17536870335,M,Universitario,Divorciado,3,Sí,Sí
1382,46,,M,nan,Casado,3,Sí,Sí
1383,38,29475.274417507844,F,Bachillerato,Divorciado,3,Sí,No
1384,28,79809.13998846212,n,Maestría,Soltero,0,Sí,No
1385,57,63670.44083262082,n,Bachillerato,Casado,2,Sí,Sí
1386,28,51586.30686907221,n,Bachillerato,Soltero,4,No,No
1387,53,68955.60016482003,M,Bachillerato,Soltero,4,No,Sí
1388,56,37305.26033801396,F,nan,Casado,1,No,No
1389,57,58152.1906800514,M,Bachillerato,Casado,0,Sí,No
1390,52,52997.1565057807,F,nan,Casado,2,Sí,No
1391,51,53960.30122000505,M,Universitario,Divorciado,3,Sí,No
1392,64,69085.30250160152,M,Bachillerato,Divorciado,0,No,No
1393,41,60987.38154169703,F,Universitario,Soltero,0,No,No
1394,39,54330.85494237535,M,Universitario,Casado,2,No,No
1395,22,25176.688456575557,F,Universitario,Soltero,1,No,Sí
1396,50,35599.30557080804,M,Maestría,Soltero,1,No,No
1397,53,48159.36599606414,M,Bachillerato,Soltero,1,No,Sí
1398,64,,M,Universitario,Soltero,3,Sí,No
1399,37,33046.94412989114,M,Universitario,Soltero,3,No,Sí
1400,36,86175.15013367632,M,Universitario,Casado,2,Sí,No
1401,52,72745.9108288036,n,Bachillerato,Divorciado,1,No,No
1402,60,59031.77480588725,F,Universitario,Casado,2,No,Sí
1403,34,51080.55291925617,M,Universitario,nan,1,Sí,No
1404,62,46816.86545148272,M,Maestría,Casado,0,Sí,No
1405,60,35721.223099666466,F,Bachillerato,Divorciado,4,Sí,No
1406,51,51162.20777778294,F,Maestría,Divorciado,4,No,No
1407,26,,n,Bachillerato,nan,1,No,No
1408,43,31373.591367775636,M,nan,Casado,2,Sí,Sí
1409,19,55012.64625867346,F,Bachillerato,nan,3,No,No
1410,26,47671.11426762877,M,Maestría,Soltero,1,Sí,Sí
1411,26,,F,nan,Divorciado,1,No,Sí
1412,57,37094.22483830747,n,Maestría,Casado,3,No,Sí
1413,34,43795.91699867533,F,Maestría,Casado,1,No,Sí
1414,18,78315.31486010285,F,Universitario,Soltero,0,Sí,Sí
1415,42,58348.29686800637,M,Universitario,Divorciado,3,No,Sí
1416,60,29967.77646350163,F,Universitario,Divorciado,0,Sí,Sí
1417,57,57290.544341264555,M,Bachillerato,Soltero,4,Sí,Sí
1418,59,26790.440165924516,M,nan,Casado,3,Sí,No
1419,42,66240.3658083061,M,Bachillerato,Casado,3,Sí,Sí
1420,56,42933.13022273182,M,Maestría,Divorciado,2,Sí,No
1421,52,48595.457168912435,F,Bachillerato,Divorciado,2,Sí,Sí
1422,20,69886.94971313285,M,Bachillerato,Divorciado,3,Sí,Sí
1423,54,30692.54647123625,M,nan,Divorciado,4,Sí,No
1424,61,29043.22722330513,n,Maestría,Divorciado,1,Sí,Sí
1425,61,41246.01010480993,n,Maestría,Casado,2,No,No
1426,47,65575.68276528975,F,Universitario,nan,4,Sí,Sí
1427,55,27209.808867847365,M,Maestría,Casado,4,No,No
1428,51,7517.666028341468,F,Maestría,Casado,2,Sí,No
1429,29,,F,Maestría,nan,1,No,Sí
1430,36,58276.11199866381,n,Universitario,Casado,2,No,Sí
1431,54,68003.92624608244,M,Maestría,Soltero,4,No,Sí
1432,61,43052.57956871901,M,Bachillerato,Casado,0,No,Sí
1433,34,43828.600893259965,M,nan,Divorciado,2,No,No
1434,27,67308.5110138362,n,Maestría,Divorciado,4,No,No
1435,64,21953.874504568692,F,Universitario,nan,2,Sí,No
1436,29,44172.18837225486,F,Universitario,nan,4,Sí,No
1437,33,,M,Universitario,Casado,1,Sí,No
1438,41,56738.28081927551,M,Maestría,Casado,4,Sí,No
1439,36,42352.899602136764,M,Maestría,Soltero,3,Sí,No
1440,25,50516.61517558762,M,Bachillerato,Soltero,0,Sí,Sí
1441,48,12675.08969880516,M,Universitario,Soltero,4,No,Sí
1442,38,,M,Bachillerato,Soltero,2,Sí,Sí
1443,34,,M,Bachillerato,Soltero,2,No,Sí
1444,40,35265.58948617981,F,Universitario,Divorciado,4,No,Sí
1445,54,50884.76332384396,F,Maestría,Casado,3,No,Sí
1446,33,56703.08751204047,F,Maestría,Soltero,4,No,Sí
1447,23,44861.76198713353,F,Bachillerato,Divorciado,1,No,Sí
1448,25,52556.95656494857,M,Bachillerato,Soltero,3,No,No
1449,42,35559.01152073081,M,Bachillerato,nan,4,Sí,Sí
1450,35,46900.8308045593,M,Bachillerato,nan,0,No,Sí
1451,42,59153.242543838336,M,Universitario,Casado,3,No,Sí
1452,29,52354.59441452652,M,Bachillerato,nan,4,Sí,No
1453,32,41202.03095654097,F,Bachillerato,Soltero,0,Sí,Sí
1454,43,53363.2460643619,M,nan,Casado,4,Sí,No
1455,58,60719.14685954927,F,Maestría,nan,1,Sí,No
1456,62,19250.88082133783,n,Maestría,Soltero,2,Sí,Sí
1457,43,67386.11097433846,F,Universitario,nan,4,Sí,No
1458,64,44956.178919783924,M,Universitario,Casado,3,Sí,Sí
1459,49,56382.348998603455,F,Maestría,Divorciado,4,No,Sí
1460,27,67958.70385467842,M,Maestría,Casado,4,Sí,Sí
1461,33,29424.89454154301,M,Bachillerato,Casado,4,No,No
1462,24,39358.3849635868,n,Bachillerato,Soltero,4,Sí,Sí
1463,34,45671.76956186443,M,Universitario,Soltero,3,Sí,Sí
1464,40,38243.697183133576,F,Universitario,Divorciado,3,No,Sí
1465,43,76024.04863755213,M,Bachillerato,nan,4,Sí,No
1466,38,37148.41859259811,F,Maestría,Casado,2,Sí,No
1467,39,,n,Bachillerato,nan,4,Sí,No
1468,24,,F,Universitario,Casado,3,Sí,No
1469,31,31967.757108858666,M,Universitario,Soltero,1,Sí,Sí
1470,32,44064.78932365604,M,Bachillerato,Casado,4,Sí,Sí
1471,24,,F,Bachillerato,Casado,4,Sí,No
1472,26,45007.09393426233,M,Bachillerato,Divorciado,4,No,Sí
1473,25,48599.19711650078,M,Universitario,Divorciado,4,Sí,No
1474,40,42060.018313274435,F,Maestría,Divorciado,0,No,Sí
1475,46,27282.945362288494,M,Bachillerato,nan,4,No,Sí
1476,35,,n,Universitario,Casado,3,No,No
1477,48,76323.99607470862,M,Universitario,nan,3,No,No
1478,47,50276.02446175157,F,Universitario,Casado,0,No,Sí
1479,56,53378.961758713245,F,Bachillerato,Divorciado,4,No,No
1480,52,,n,Bachillerato,Casado,2,No,Sí
1481,35,30960.042551799514,F,Maestría,Casado,4,Sí,Sí
1482,59,75537.71987194408,M,nan,nan,3,Sí,Sí
1483,56,53034.93194634203,M,Bachillerato,Casado,1,Sí,Sí
1484,34,74477.85348633664,F,Universitario,Casado,1,No,No
1485,31,39004.505067140155,M,Universitario,Soltero,2,Sí,Sí
1486,48,77270.92883836737,M,Maestría,Casado,4,No,Sí
1487,41,,M,Bachillerato,Soltero,0,No,Sí
1488,52,58295.60128778538,F,Bachillerato,Casado,4,Sí,No
1489,61,53510.36681529722,M,Universitario,Soltero,2,No,Sí
1490,62,46272.07072888326,M,Universitario,Casado,2,No,No
1491,51,68007.97487710809,n,Maestría,Casado,2,Sí,No
1492,20,52105.39804772071,M,Maestría,Casado,1,No,No
1493,54,,F,Maestría,Casado,4,Sí,No
1494,60,33242.203074394965,F,Maestría,nan,4,No,No
1495,57,47212.31371710879,F,Maestría,Casado,0,No,No
1496,43,54649.98474748332,M,nan,Soltero,2,Sí,No
1497,40,49151.17266650156,M,Universitario,Divorciado,2,Sí,Sí
1498,61,68284.56184690495,F,Maestría,nan,3,Sí,Sí
1499,56,20733.472039420627,F,Universitario,Casado,3,No,No
1500,32,52153.8190475774,n,Universitario,nan,1,No,No
1501,21,22730.31161919268,F,Bachillerato,Soltero,4,Sí,No
1502,46,61395.684432262526,F,Universitario,Divorciado,0,Sí,Sí
1503,39,,F,Universitario,Soltero,0,Sí,No
1504,42,56294.14958036177,M,Maestría,nan,2,No,Sí
1505,30,37041.75559115351,F,nan,Casado,0,No,Sí
1506,35,69191.97397486627,F,Maestría,Casado,2,Sí,No
1507,50,,F,Maestría,Casado,4,Sí,Sí
1508,33,58753.16454517831,M,nan,Casado,0,Sí,No
1509,62,48057.241297048386,M,Bachillerato,nan,2,No,No
1510,59,58697.85927942698,M,Maestría,Casado,4,Sí,No
1511,61,,M,Universitario,nan,4,Sí,Sí
1512,19,62833.33488531068,F,Maestría,Divorciado,2,Sí,No
1513,52,74742.21341485882,n,Maestría,Divorciado,2,No,Sí
1514,59,66059.15839968779,F,Maestría,nan,1,No,No
1515,51,39055.96295288886,F,Bachillerato,Soltero,4,Sí,No
1516,47,55421.259759096545,F,Universitario,Soltero,2,No,No
1517,30,30602.876843620284,F,Bachillerato,Casado,4,Sí,No
1518,30,58585.85466763514,F,Universitario,Casado,0,Sí,No
1519,35,56759.05119293808,F,Bachillerato,Casado,3,Sí,Sí
1520,49,21952.754907017537,M,Universitario,Soltero,3,Sí,No
1521,49,,M,Bachillerato,Casado,2,No,No
1522,52,45752.916548843496,M,Maestría,Casado,2,Sí,No
1523,56,45487.1037928876,M,Bachillerato,Soltero,4,Sí,Sí
1524,63,31857.84596871792,M,Bachillerato,nan,2,No,No
1525,46,55834.68094028276,F,Maestría,Soltero,4,Sí,No
1526,46,53772.10413410768,M,Maestría,Casado,2,No,No
1527,61,47085.96302032221,M,Universitario,Soltero,4,Sí,No
1528,33,38663.127497624555,M,nan,Divorciado,2,Sí,Sí
1529,61,65730.60689624846,F,Universitario,Divorciado,1,Sí,No
1530,64,74831.10669632442,F,Bachillerato,Divorciado,4,Sí,Sí
1531,27,42746.577742301946,F,nan,Divorciado,1,No,Sí
1532,47,40817.49624267769,M,Bachillerato,Divorciado,1,Sí,Sí
1533,42,57368.11498117994,M,Bachillerato,Divorciado,1,No,Sí
1534,56,44629.559303795206,M,Universitario,Casado,1,No,No
1535,37,47909.04199005149,M,Universitario,Casado,0,No,No
1536,22,61094.79727587007,M,Bachillerato,nan,3,Sí,Sí
1537,18,21359.65868739061,F,Maestría,Casado,0,No,Sí
1538,47,69774.53487279004,M,Maestría,Divorciado,2,No,Sí
1539,20,51090.20786494012,F,Bachillerato,nan,2,No,No
1540,62,43827.602831567296,M,Universitario,Soltero,3,Sí,Sí
1541,31,,F,Bachillerato,Divorciado,3,Sí,Sí
1542,47,49436.44032530778,F,Bachillerato,Casado,3,No,Sí
1543,21,24031.980448326118,F,nan,Casado,1,No,Sí
1544,35,72424.07341179854,F,Maestría,Soltero,0,Sí,Sí
1545,54,50619.88448405928,M,Bachillerato,Divorciado,2,No,No
1546,42,56645.03195671063,M,Maestría,Soltero,0,No,Sí
1547,18,64273.24655861064,M,Maestría,Divorciado,0,No,No
1548,63,34682.5631365955,F,Universitario,Divorciado,0,Sí,No
1549,32,57102.07848552843,M,Bachillerato,Casado,3,No,No
1550,26,45985.3836365181,M,Bachillerato,Soltero,3,No,No
1551,32,62701.56162824741,M,Maestría,Soltero,2,Sí,No
1552,41,18091.58869472757,M,nan,Soltero,2,No,Sí
1553,21,48513.58549638096,F,Universitario,Divorciado,2,Sí,No
1554,29,40957.69016324058,F,Maestría,Soltero,0,Sí,No
1555,54,56483.94425951233,M,Universitario,nan,3,Sí,Sí
1556,54,57050.662810523034,M,Bachillerato,Soltero,1,No,No
1557,60,39385.61157766961,M,Universitario,Soltero,0,No,Sí
1558,23,39317.39203735934,F,Maestría,Casado,4,No,Sí
1559,56,48340.01947164006,F,Bachillerato,Soltero,0,No,Sí
1560,63,36550.36659027188,F,Universitario,Casado,3,No,Sí
1561,41,62629.7554317819,M,Bachillerato,Casado,4,No,Sí
1562,28,44461.89199328831,n,Universitario,nan,0,No,No
1563,30,6395.176710175379,n,Maestría,Soltero,3,No,Sí
1564,51,44377.66915067291,F,Maestría,Soltero,3,Sí,Sí
1565,42,34421.84268734042,F,Bachillerato,Soltero,1,No,No
1566,24,25530.86276808582,F,Bachillerato,Casado,0,No,No
1567,21,31438.600426661415,M,Bachillerato,Soltero,3,Sí,No
1568,25,51641.12707749455,M,Universitario,Divorciado,2,No,No
1569,37,69929.61242372348,M,Maestría,Divorciado,3,Sí,Sí
1570,46,54697.7671079747,M,Bachillerato,Soltero,1,No,No
1571,62,40902.449176763905,F,Bachillerato,Casado,3,No,Sí
1572,63,56838.56292756054,M,Bachillerato,Divorciado,0,Sí,No
1573,27,43113.64534671512,M,Universitario,Divorciado,0,Sí,No
1574,60,39580.99446255283,M,Bachillerato,Casado,4,No,No
1575,51,32684.559976505236,F,Bachillerato,Divorciado,0,Sí,No
1576,43,23722.567898724214,M,nan,Casado,4,No,No
1577,58,44151.14440160832,F,Universitario,Divorciado,2,No,Sí
1578,20,52370.802348801975,F,Bachillerato,Casado,1,No,Sí
1579,23,,F,Bachillerato,Divorciado,2,No,Sí
1580,22,43760.49608078962,M,Universitario,Soltero,4,No,No
1581,22,35813.80908954828,F,Maestría,Divorciado,3,No,Sí
1582,64,59123.69287527453,M,Universitario,nan,3,Sí,No
1583,40,30243.021200801224,n,Maestría,nan,2,Sí,No
1584,26,61640.418707652134,M,Bachillerato,Soltero,3,Sí,Sí
1585,52,,F,Bachillerato,Soltero,4,No,Sí
1586,37,38713.47143970447,F,Maestría,Soltero,1,Sí,No
1587,59,27998.222140764843,M,Universitario,nan,0,No,No
1588,52,42478.96779671545,F,Bachillerato,Casado,4,Sí,Sí
1589,35,64629.68687716968,F,Maestría,Divorciado,4,No,No
1590,34,57734.42132665934,F,nan,Divorciado,0,No,Sí
1591,41,64676.331680420524,M,nan,Divorciado,0,No,Sí
1592,20,57832.13818900904,F,Universitario,Casado,1,No,No
1593,49,33444.952572044465,F,nan,Divorciado,1,No,No
1594,52,45038.16163508664,M,Universitario,Divorciado,1,Sí,No
1595,55,38297.01306323806,F,Universitario,Casado,3,No,No
1596,30,69958.6235605856,M,Maestría,Divorciado,4,Sí,Sí
1597,64,32048.170303605326,n,nan,Casado,0,No,No
1598,42,63405.465340836665,n,Maestría,Casado,4,No,Sí
1599,26,63394.30805163154,F,Maestría,nan,4,No,Sí
1600,21,77444.3030257413,F,Maestría,Soltero,1,Sí,No
1601,31,43854.70111055754,F,Universitario,nan,1,No,Sí
1602,54,60684.83239370243,F,Bachillerato,Casado,4,Sí,No
1603,51,84224.77754808264,M,nan,Soltero,1,No,No
1604,28,40735.37484599455,F,Maestría,Divorciado,3,Sí,Sí
1605,58,,F,Maestría,Divorciado,0,Sí,Sí
1606,20,21799.849491383546,F,Bachillerato,Divorciado,4,Sí,Sí
1607,45,60690.680432919966,n,Universitario,Casado,0,No,No
1608,46,21752.74687912124,M,Maestría,Soltero,3,No,No
1609,26,44415.21420593116,M,Universitario,Divorciado,1,Sí,Sí
1610,20,56559.69780558441,F,Bachillerato,nan,2,No,No
1611,42,52777.63305244871,F,Bachillerato,Soltero,3,No,No
1612,51,,n,Maestría,Casado,2,No,Sí
1613,29,53334.347837012814,M,Universitario,Divorciado,0,Sí,No
1614,59,69182.9871997009,M,Maestría,Soltero,4,Sí,Sí
1615,26,35715.25428891805,F,Bachillerato,Casado,1,No,Sí
1616,32,39845.07292312203,n,Universitario,Casado,3,Sí,Sí
1617,57,38410.10832093764,F,Maestría,Casado,1,No,No
1618,42,62452.87717793915,F,Maestría,Divorciado,2,No,Sí
1619,22,63505.97882592595,F,Maestría,Divorciado,2,Sí,Sí
1620,28,56768.379789777624,M,nan,Casado,4,Sí,Sí
1621,51,67752.40500334892,F,Maestría,nan,2,No,Sí
1622,41,32329.38698935429,n,Universitario,Divorciado,4,No,No
1623,32,75008.36167326706,M,Maestría,Soltero,3,No,Sí
1624,55,,M,Bachillerato,Casado,4,Sí,No
1625,25,61034.3299586862,M,Maestría,Casado,2,Sí,Sí
1626,22,76726.9836315659,F,nan,Divorciado,0,No,No
1627,43,25150.651884833394,n,Bachillerato,Casado,4,No,No
1628,35,42133.27795606022,F,Universitario,Casado,1,Sí,No
1629,23,,F,Universitario,Casado,0,No,No
1630,54,,M,Maestría,Divorciado,4,Sí,Sí
1631,30,34247.88890596782,M,Bachillerato,Divorciado,1,Sí,Sí
1632,45,61362.42724006229,M,Bachillerato,Divorciado,0,No,No
1633,22,70558.04215995071,M,Universitario,nan,4,No,No
1634,30,60428.04350125999,F,Universitario,Casado,3,Sí,No
1635,34,54256.265354922514,M,Maestría,Soltero,1,No,Sí
1636,57,35181.89988648876,F,Bachillerato,nan,3,Sí,No
1637,62,37297.23550811953,M,Universitario,Soltero,2,Sí,No
1638,49,68744.28357945,M,Maestría,Casado,4,Sí,Sí
1639,46,61690.23505857999,n,Bachillerato,Casado,4,No,Sí
1640,20,49414.70720933684,M,Bachillerato,nan,1,No,Sí
1641,57,43731.356813511644,n,Universitario,Divorciado,4,No,Sí
1642,51,19612.881903329348,F,Maestría,Soltero,2,Sí,Sí
1643,57,33937.213719733416,F,Universitario,Divorciado,4,Sí,Sí
1644,44,78671.28630709586,F,Maestría,Soltero,0,Sí,No
1645,30,30793.166434962997,M,Bachillerato,Casado,3,Sí,No
1646,62,,M,Maestría,Casado,2,No,Sí
1647,50,65111.65959792798,F,Maestría,Casado,2,No,No
1648,23,31176.159979965614,F,Maestría,Casado,3,No,Sí
1649,41,52770.65712171625,M,Maestría,Casado,3,Sí,No
1650,36,64068.73306265983,M,Maestría,nan,2,Sí,Sí
1651,33,50187.489828608755,F,Universitario,Casado,3,No,Sí
1652,57,93026.04583500153,F,Maestría,Soltero,1,Sí,No
1653,45,24971.01111682707,F,Maestría,Casado,3,No,No
1654,50,65880.92794825818,M,Bachillerato,nan,0,Sí,Sí
1655,58,47407.97393905304,F,Maestría,Soltero,0,Sí,Sí
1656,30,61578.802322550124,F,Bachillerato,Soltero,1,Sí,Sí
1657,60,,F,Universitario,Divorciado,3,Sí,Sí
1658,62,39002.65704335005,F,Universitario,Soltero,0,Sí,Sí
1659,42,53434.945886890106,F,Maestría,nan,4,No,Sí
1660,59,,M,nan,Casado,3,No,No
1661,53,59048.712508570905,F,Maestría,Soltero,1,No,No
1662,44,54472.37698985788,M,Universitario,Soltero,3,Sí,No
1663,55,59579.90252964653,F,nan,Divorciado,2,No,No
1664,24,65871.77487630726,F,Maestría,Casado,2,No,No
1665,22,55514.297603145664,F,Bachillerato,Divorciado,0,Sí,Sí
1666,60,52221.34129697414,n,nan,Divorciado,2,Sí,Sí
1667,62,36783.974950080614,M,Bachillerato,Divorciado,1,No,No
1668,48,39316.68854526424,M,Bachillerato,Soltero,0,No,Sí
1669,40,67801.01930265996,F,Maestría,Divorciado,1,No,No
1670,59,71545.03108558968,F,Universitario,Divorciado,1,No,No
1671,27,46428.34345531919,M,Maestría,Casado,2,No,Sí
1672,49,50690.04120879911,n,Bachillerato,Casado,2,Sí,Sí
1673,60,36430.78437509351,F,Bachillerato,nan,1,No,No
1674,47,67591.35267901167,M,Universitario,Casado,2,No,No
1675,56,59981.25235537668,F,Bachillerato,Divorciado,2,No,No
1676,48,79118.26154695623,M,Maestría,Casado,2,No,No
1677,35,36825.15384230392,M,Maestría,Soltero,3,No,Sí
1678,53,,M,Maestría,Divorciado,1,No,No
1679,19,53471.68883788359,F,Maestría,Casado,4,Sí,Sí
1680,31,59697.34306588656,n,nan,Divorciado,1,Sí,No
1681,30,46764.985436785515,M,Universitario,Casado,0,Sí,No
1682,46,36905.58364319449,F,Maestría,Divorciado,2,No,Sí
1683,29,63221.11293385357,F,nan,Casado,2,No,Sí
1684,56,60817.03043818373,F,Bachillerato,Soltero,4,Sí,Sí
1685,19,36255.88849154413,F,Bachillerato,Casado,0,No,Sí
1686,49,70331.64201658244,M,Bachillerato,nan,3,No,Sí
1687,30,67552.98063794905,F,Universitario,Divorciado,1,No,No
1688,63,52014.447458716895,F,Bachillerato,Soltero,3,Sí,No
1689,44,51193.96793564055,M,Universitario,Divorciado,0,Sí,No
1690,58,58310.86656673861,F,Bachillerato,Soltero,4,Sí,Sí
1691,34,37074.45394615613,n,Universitario,Divorciado,0,No,Sí
1692,57,50450.47218746123,F,nan,Divorciado,4,Sí,Sí
1693,48,17714.246830862296,M,Universitario,Soltero,3,Sí,No
1694,51,63146.83468254403,M,Bachillerato,Divorciado,3,Sí,Sí
1695,41,26577.60166337211,n,Universitario,Divorciado,0,No,No
1696,62,72551.29742643499,n,Maestría,Soltero,0,Sí,No
1697,52,45048.19859050325,M,Maestría,Casado,2,Sí,No
1698,23,46824.99527103235,M,Bachillerato,Soltero,4,No,Sí
1699,36,40583.991408732414,M,Maestría,nan,2,Sí,No
1700,47,45679.416891168854,F,Maestría,Casado,1,No,No
1701,24,71277.97017722054,F,Maestría,Casado,1,No,No
1702,27,12682.87015197381,M,Bachillerato,Casado,0,Sí,Sí
1703,58,69154.48079132281,n,Bachillerato,Soltero,3,Sí,No
1704,49,55070.35221652562,F,Maestría,Casado,1,Sí,Sí
1705,51,31894.675282141765,F,Bachillerato,Casado,1,No,Sí
1706,45,33870.31410426143,F,Universitario,nan,2,Sí,No
1707,32,75145.89540812305,n,Maestría,Divorciado,2,Sí,No
1708,47,35817.39680085903,F,Bachillerato,Soltero,1,Sí,Sí
1709,54,32699.74234106061,F,Bachillerato,Soltero,0,No,No
1710,46,67059.71813547093,M,Maestría,Divorciado,2,No,Sí
1711,39,55078.29314428871,M,Bachillerato,Casado,1,No,Sí
1712,21,35931.11635195401,n,Maestría,Divorciado,3,Sí,Sí
1713,37,53249.37463106929,M,Bachillerato,Divorciado,2,Sí,No
1714,49,34613.70974539584,M,Universitario,Casado,1,No,Sí
1715,53,66512.32097633908,M,Maestría,Casado,4,Sí,Sí
1716,21,65920.56447309701,M,nan,Soltero,2,Sí,No
1717,44,57980.092982329144,M,nan,Casado,4,No,No
1718,34,55424.91591870525,M,Bachillerato,Divorciado,2,No,Sí
1719,29,76417.8218730106,F,Universitario,Divorciado,2,No,Sí
1720,39,49995.29491082338,F,Bachillerato,Casado,4,Sí,Sí
1721,34,32271.88811868798,M,Maestría,Soltero,0,Sí,No
1722,27,56742.1086924846,F,Maestría,Divorciado,1,Sí,Sí
1723,18,81290.70574305671,F,Maestría,Casado,0,No,Sí
1724,39,34778.607602212214,M,Maestría,Soltero,0,No,No
1725,43,44578.05849959022,M,Maestría,Soltero,1,Sí,No
1726,35,56246.69057152179,M,Universitario,Divorciado,3,No,Sí
1727,31,49191.42726491391,F,Maestría,Divorciado,0,No,No
1728,64,35265.44629434028,n,Bachillerato,Soltero,0,Sí,Sí
1729,46,66827.86784345706,M,Universitario,nan,0,No,Sí
1730,29,84800.6108302589,F,Bachillerato,Soltero,3,Sí,No
1731,53,52941.97188535861,F,nan,Casado,2,No,Sí
1732,52,36438.97565395999,F,Bachillerato,Divorciado,4,Sí,Sí
1733,29,,M,Universitario,Soltero,4,No,No
1734,24,53869.63971831771,F,Universitario,Divorciado,3,Sí,Sí
1735,46,66558.16014974387,n,Universitario,Divorciado,0,No,No
1736,28,57127.51619743073,F,Bachillerato,Divorciado,4,No,Sí
1737,50,49963.94238621719,F,Universitario,Soltero,3,No,No
1738,23,41160.925223160404,F,Bachillerato,Casado,1,No,No
1739,64,33617.54550922866,F,Maestría,nan,4,No,No
