ID,Edad,Ingreso_Anual,Género,Nivel_Educativo,Estado_CivTil,Num_Hijos,Propietario_Vivienda,"Compra Realizada",Fecha_Compra
2300,32.0,62744.179827743195,M,Universitario,Soltero,0,Sí,No,18 de July del 2017
2301,52.0,60392.86376356155,M,Universitario,,3,No,Sí,20 de November del 2018
2302,45.0,58738.56978213208,F,Universitario,Casado,4,No,Sí,28 de February del 2016
2303,24.0,,M,Universitario,,1,No,Sí,Invalid Date
2304,49.0,21379.967943150386,F,Maestría,Divorciado,1,No,Sí,19 de May del 2015
2305,28.0,44104.208644078986,F,Universitario,Casado,1,No,Sí,23 de August del 2020
2306,27.0,65024.4773781284,F,Bachillerato,Soltero,1,No,Sí,28 de March del 2020
2307,26.0,70901.81791286648,M,Maestría,Soltero,0,No,No,
2308,31.0,60658.23653446678,M,Maestría,Soltero,3,Sí,Sí,20 de May del 2019
2309,30.0,56440.11234202601,F,Bachillerato,Casado,2,No,Sí,18 de May del 2015
2310,42.0,55694.59472578948,F,Bachillerato,Casado,0,Sí,Sí,11 de April del 2023
2311,19.0,41658.21879858829,F,Maestría,Divorciado,3,Sí,Sí,4 de April del 2019
2312,52.0,48049.0955966957,M,Universitario,Divorciado,2,No,No,16 de March del 2019
2313,24.0,75036.04288739496,F,Maestría,Soltero,1,No,Sí,Invalid Date
2314,38.0,35861.629913121855,M,Maestría,Divorciado,3,No,Sí,29 de March del 2020
2315,35.0,,F,Bachillerato,,1,No,No,
2316,20.0,45169.57768261912,M,Maestría,Soltero,3,No,Sí,29 de October del 2020
2317,59.0,69881.48163642618,F,Universitario,Casado,4,Sí,No,11 de January del 2017
2318,56.0,28897.774857536926,M,Bachillerato,Divorciado,1,Sí,Sí,17 de April del 2015
2319,58.0,58788.563017469736,M,Maestría,Casado,1,No,Sí,29 de July del 2017
2320,28.0,38948.44796078567,M,Maestría,Soltero,1,No,No,24 de September del 2016
2321,56.0,28770.992121137187,M,Universitario,Soltero,0,No,No,19 de February del 2016
2322,41.0,53278.01063616419,M,Maestría,Divorciado,2,No,No,19 de January del 2016
2323,63.0,65142.076828939535,M,Maestría,Soltero,1,Sí,Sí,Invalid Date
2324,36.0,37325.87842109756,F,Maestría,Soltero,1,Sí,No,
2325,21.0,27514.76059312398,n,Maestría,Soltero,0,Sí,No,
2326,43.0,48622.32853497567,F,Universitario,Divorciado,0,No,Sí,29 de December del 2017
2327,55.0,48688.470068342285,F,Maestría,Divorciado,4,No,Sí,27 de July del 2015
2328,59.0,58224.79441331748,M,,Divorciado,3,No,Sí,
2329,49.0,64243.91857046732,n,Maestría,Soltero,1,Sí,No,
2330,56.0,49108.77228091259,M,Bachillerato,Casado,3,Sí,Sí,11 de December del 2020
2331,62.0,77832.54972191394,n,,Soltero,0,Sí,No,5 de September del 2016
2332,63.0,,M,Bachillerato,Divorciado,0,No,No,3 de January del 2021
2333,53.0,44803.602409896506,F,Bachillerato,Casado,4,Sí,No,14 de April del 2015
2334,57.0,25826.489613457583,M,,,2,No,No,22 de February del 2023
2335,54.0,46060.107195257486,F,Bachillerato,Divorciado,0,Sí,Sí,27 de April del 2017
2336,50.0,44954.19581883296,F,Bachillerato,Casado,1,No,Sí,17 de February del 2022
2337,53.0,64404.57194422206,F,Bachillerato,Casado,4,No,No,3 de June del 2017
2338,20.0,56937.25436100281,F,Universitario,Divorciado,2,No,No,4 de September del 2015
2339,26.0,32309.46317551074,F,,Casado,4,No,Sí,2 de September del 2020
2340,25.0,52583.81579616556,M,Universitario,Casado,0,Sí,Sí,12 de November del 2015
2341,50.0,60072.9675759358,M,,Divorciado,2,Sí,No,27 de February del 2017
2342,23.0,72920.4703908175,F,Universitario,Casado,3,Sí,No,11 de May del 2018
2343,58.0,63312.559511210886,M,Bachillerato,Casado,2,No,No,
2344,56.0,61412.69981467217,F,Maestría,Casado,1,Sí,No,15 de June del 2016
2345,21.0,50901.289919227456,M,Universitario,Casado,3,No,No,23 de February del 2017
2346,30.0,,n,Universitario,Divorciado,3,Sí,Sí,28 de August del 2019
2347,19.0,68742.57351059238,M,Maestría,Soltero,1,Sí,No,Invalid Date
2348,22.0,30008.339037805254,M,Maestría,Soltero,3,No,Sí,10 de November del 2021
2349,61.0,44758.41009174566,M,Maestría,Casado,0,No,No,27 de July del 2015
2350,44.0,38411.46876865639,n,Bachillerato,Divorciado,2,No,Sí,21 de January del 2022
2351,49.0,55687.29678089186,M,Maestría,,2,Sí,No,17 de February del 2018
2352,38.0,68453.33263476181,M,Bachillerato,Casado,1,No,Sí,14 de June del 2017
2353,25.0,41045.38569918389,M,Universitario,Soltero,0,Sí,Sí,14 de October del 2019
2354,55.0,14145.434487958431,M,,Casado,3,Sí,No,11 de September del 2022
2355,25.0,43816.68882463295,M,Maestría,Divorciado,2,Sí,No,26 de August del 2016
2356,20.0,63702.1059802611,n,Bachillerato,Divorciado,2,No,Sí,13 de December del 2023
2357,61.0,58064.4485442482,M,Maestría,Soltero,2,Sí,Sí,11 de June del 2021
2358,20.0,56422.79371715864,F,Bachillerato,Divorciado,2,No,Sí,
2359,39.0,45800.100471882804,M,Universitario,Divorciado,4,No,No,20 de May del 2023
2360,23.0,30814.538956703203,M,Bachillerato,Divorciado,1,Sí,Sí,23 de August del 2015
2361,19.0,57729.41482436701,M,Universitario,Soltero,3,Sí,No,2 de November del 2017
2362,40.0,,M,Maestría,Divorciado,3,Sí,No,24 de April del 2018
2363,61.0,82761.45100070685,M,Universitario,Casado,1,Sí,No,
2364,19.0,58557.60812531774,M,Maestría,,0,No,No,Invalid Date
2365,55.0,41290.27546169073,F,Maestría,,1,No,No,7 de May del 2020
2366,34.0,40829.22128917058,F,Universitario,Casado,2,No,No,1 de November del 2018
2367,52.0,48605.836900796174,F,Universitario,Soltero,2,No,Sí,Invalid Date
2368,51.0,46407.47116967375,M,Bachillerato,Casado,1,No,Sí,25 de May del 2016
2369,40.0,66752.50663294931,M,,Soltero,1,No,No,8 de June del 2020
2370,47.0,52796.2425461607,M,Universitario,Casado,3,No,Sí,24 de August del 2022
2371,25.0,39025.52391637208,F,Universitario,Soltero,3,No,Sí,24 de November del 2018
2372,39.0,78356.61027733673,M,Universitario,Divorciado,4,No,No,18 de September del 2022
2373,61.0,50739.624972803336,M,Universitario,,4,Sí,Sí,26 de December del 2021
2374,53.0,61532.595139533456,F,,Casado,2,Sí,No,
2375,22.0,40876.60238832861,F,Universitario,Divorciado,4,No,No,12 de October del 2021
2376,30.0,55446.73441616785,M,Universitario,Soltero,4,No,No,12 de May del 2016
2377,46.0,54666.64986714793,M,Universitario,Casado,0,Sí,No,26 de June del 2023
2378,48.0,21655.260618557706,M,Universitario,Divorciado,1,Sí,Sí,1 de June del 2017
2379,64.0,80229.1266569096,M,Maestría,Divorciado,3,Sí,Sí,13 de February del 2018
2380,33.0,69359.66691383821,F,Bachillerato,Casado,4,No,No,19 de February del 2023
2381,59.0,44042.070257810185,M,Bachillerato,Divorciado,3,Sí,Sí,22 de January del 2016
2382,47.0,33465.953893162165,M,Bachillerato,Divorciado,4,Sí,No,27 de February del 2018
2383,33.0,55213.42420705328,F,Bachillerato,Casado,4,Sí,No,9 de July del 2017
2384,29.0,51300.465491215946,M,Bachillerato,Divorciado,2,Sí,Sí,23 de November del 2021
2385,34.0,55335.03422844844,M,Maestría,Divorciado,0,Sí,Sí,29 de January del 2015
2386,33.0,52873.660942911345,F,Bachillerato,Divorciado,1,No,No,24 de March del 2020
2387,29.0,57593.61483958889,F,Maestría,Divorciado,1,Sí,Sí,19 de May del 2015
2388,25.0,71709.5854908771,M,Maestría,Casado,2,No,No,
2389,37.0,58521.54807692969,F,Bachillerato,Soltero,2,Sí,No,25 de February del 2019
2390,20.0,34255.167516350884,F,Bachillerato,Soltero,1,Sí,Sí,4 de January del 2022
2391,33.0,,M,Bachillerato,Divorciado,1,Sí,No,4 de February del 2022
2392,47.0,74609.2184523243,F,Universitario,Divorciado,0,Sí,Sí,12 de December del 2022
2393,62.0,,M,Maestría,Soltero,4,Sí,No,14 de April del 2020
2394,40.0,33147.58950140603,M,,,0,No,No,14 de May del 2015
2395,45.0,53643.230197254125,M,Universitario,Soltero,1,No,No,3 de November del 2020
2396,57.0,18768.51945216519,M,Maestría,Casado,4,No,No,3 de March del 2020
2397,22.0,58297.23734568814,F,,Casado,1,No,No,24 de April del 2021
2398,37.0,41776.99552749841,n,Universitario,Casado,0,No,Sí,25 de October del 2016
2399,57.0,78851.6869223743,M,Bachillerato,Casado,0,No,No,23 de January del 2017
2400,61.0,38380.77544972127,M,Maestría,Casado,0,No,Sí,13 de March del 2020
2401,18.0,24662.254430491073,M,Universitario,Casado,4,Sí,Sí,4 de September del 2018
2402,47.0,,n,Maestría,Soltero,3,No,Sí,28 de August del 2015
2403,38.0,20367.68343174294,F,Bachillerato,Divorciado,3,Sí,No,8 de May del 2023
2404,37.0,61266.491817609654,F,Maestría,,1,Sí,Sí,14 de October del 2021
2405,23.0,19023.75430615519,M,Universitario,Casado,4,No,Sí,14 de June del 2022
2406,39.0,50426.86371774739,F,Universitario,Divorciado,2,Sí,Sí,10 de December del 2017
2407,35.0,18832.82270215705,F,Maestría,Divorciado,3,Sí,No,23 de February del 2016
2408,25.0,45195.53293195037,M,Universitario,Casado,4,No,No,25 de December del 2015
2409,56.0,74650.67233706801,F,Universitario,Casado,4,Sí,No,22 de June del 2016
2410,49.0,55409.718371536925,M,Universitario,Casado,3,No,No,15 de May del 2017
2411,50.0,37047.59592552599,F,Bachillerato,Casado,4,Sí,Sí,23 de September del 2017
2412,33.0,49531.94766591374,F,Bachillerato,Casado,4,No,No,1 de November del 2017
2413,29.0,50270.2530806667,F,Universitario,Casado,3,Sí,Sí,17 de September del 2022
2414,55.0,57089.45518765108,F,Maestría,Divorciado,0,No,No,5 de November del 2022
2415,51.0,29497.124550787605,M,Bachillerato,,1,Sí,Sí,3 de December del 2017
2416,31.0,58888.509107709964,M,Maestría,Casado,2,No,No,19 de August del 2023
2417,53.0,9434.12552595837,F,Universitario,Divorciado,1,Sí,No,
2418,50.0,40551.731714542846,M,Universitario,,0,Sí,No,4 de March del 2015
2419,40.0,42675.89236322683,F,Maestría,Casado,0,No,No,7 de March del 2019
2420,62.0,59499.90239106858,F,Bachillerato,Divorciado,4,Sí,Sí,3 de June del 2016
2421,19.0,50339.46279015304,F,,Divorciado,1,No,No,
2422,58.0,28916.5541921557,F,Maestría,Soltero,0,Sí,No,
2423,38.0,35225.10311274477,F,Universitario,Casado,1,Sí,No,15 de January del 2022
2424,19.0,52980.20014321111,F,Bachillerato,Casado,0,No,Sí,7 de June del 2020
2425,44.0,,n,Maestría,Casado,2,Sí,No,16 de March del 2015
2426,26.0,41313.1383554638,n,Bachillerato,Divorciado,0,No,No,6 de April del 2018
2427,18.0,42787.49315732031,F,Universitario,,1,Sí,Sí,14 de June del 2017
2428,28.0,,M,Bachillerato,Casado,4,Sí,Sí,31 de July del 2020
2429,20.0,42234.611406961776,F,Universitario,Casado,1,Sí,Sí,13 de April del 2015
2430,40.0,48678.6313395639,n,,Casado,3,Sí,No,1 de January del 2016
2431,43.0,82549.04882120814,M,Maestría,Soltero,1,No,Sí,5 de January del 2020
2432,21.0,28644.760446741155,M,Universitario,,2,No,No,4 de August del 2018
2433,35.0,22222.35902638012,F,Maestría,Soltero,2,Sí,Sí,15 de July del 2019
2434,23.0,61753.8449719791,M,Universitario,Casado,2,Sí,No,Invalid Date
2435,52.0,,F,Bachillerato,Casado,0,No,Sí,Invalid Date
2436,39.0,45226.4370838607,F,,Divorciado,2,Sí,Sí,24 de November del 2017
2437,60.0,38282.654328033284,F,Universitario,Divorciado,1,No,Sí,26 de October del 2019
2438,32.0,46102.99788848731,M,Universitario,Divorciado,4,Sí,No,5 de July del 2018
2439,39.0,73978.07168144512,M,,,2,Sí,Sí,27 de September del 2023
2440,54.0,62031.92687927179,M,Bachillerato,Soltero,1,No,No,7 de September del 2018
2441,59.0,62933.352678304655,n,Universitario,Soltero,0,Sí,Sí,12 de August del 2016
2442,29.0,28756.594163110316,F,Universitario,Soltero,0,No,Sí,23 de September del 2022
2443,64.0,32732.693951706962,M,Maestría,Casado,4,No,Sí,4 de February del 2020
2444,59.0,7413.820107718595,F,Universitario,Soltero,4,No,No,
2445,55.0,37859.28768375869,M,Maestría,Divorciado,1,No,No,28 de July del 2020
2446,35.0,64350.54779578488,M,Maestría,,4,No,No,12 de September del 2019
2447,62.0,57754.197736225564,n,Maestría,Soltero,4,No,Sí,23 de March del 2015
2448,52.0,46677.30105571814,M,Bachillerato,Divorciado,0,Sí,No,Invalid Date
2449,47.0,49665.49574422921,F,Maestría,Soltero,1,No,No,15 de July del 2021
2450,41.0,39666.716861368914,M,Universitario,Soltero,4,No,Sí,31 de October del 2022
2451,59.0,53071.38323602676,M,Bachillerato,Divorciado,1,Sí,Sí,18 de July del 2015
2452,47.0,61488.17419220922,M,Bachillerato,Divorciado,2,No,No,Invalid Date
2453,31.0,25761.698188842907,M,Bachillerato,Divorciado,0,Sí,No,21 de June del 2021
2454,23.0,54494.71531756022,M,Bachillerato,Divorciado,0,No,Sí,17 de March del 2016
2455,20.0,63986.523064320005,M,Bachillerato,Soltero,0,No,No,26 de June del 2023
2456,33.0,43773.49566554945,M,Bachillerato,Divorciado,3,No,Sí,5 de March del 2020
2457,24.0,60510.50918180875,F,Bachillerato,Divorciado,1,Sí,Sí,14 de October del 2018
2458,31.0,92219.8166670883,F,Maestría,Casado,2,Sí,No,14 de March del 2019
2459,26.0,48434.85810519662,F,Universitario,Divorciado,4,No,No,29 de December del 2019
2460,32.0,55899.605750079856,F,Universitario,,2,No,Sí,2 de September del 2016
2461,38.0,38929.14374507913,M,Maestría,Soltero,1,Sí,No,6 de December del 2015
2462,52.0,52718.76743903076,F,Maestría,Soltero,0,Sí,Sí,16 de October del 2019
2463,19.0,56904.074374734555,F,Bachillerato,Casado,3,Sí,No,23 de July del 2017
2464,44.0,52922.63510405207,F,Bachillerato,Divorciado,1,No,Sí,2 de July del 2020
2465,19.0,34704.57020436715,M,Maestría,Divorciado,1,Sí,No,26 de May del 2020
2466,52.0,,F,Bachillerato,,4,Sí,No,29 de August del 2020
2467,35.0,71932.93908076455,F,Universitario,Divorciado,2,Sí,Sí,13 de October del 2016
2468,31.0,56729.53646771791,M,Universitario,Divorciado,2,Sí,No,15 de March del 2015
2469,37.0,64429.80783607761,F,,Divorciado,4,Sí,Sí,6 de April del 2016
2470,35.0,46444.820449810584,n,Bachillerato,Casado,3,Sí,No,20 de June del 2021
2471,27.0,61248.50359135566,F,Bachillerato,Divorciado,0,Sí,No,
2472,42.0,,M,Universitario,Divorciado,0,No,No,Invalid Date
2473,19.0,35736.33905469152,F,Bachillerato,Divorciado,3,Sí,No,12 de January del 2018
2474,42.0,54777.81507198312,n,Maestría,Casado,4,No,Sí,31 de August del 2021
2475,50.0,35124.550048395344,F,Bachillerato,Divorciado,1,No,Sí,22 de January del 2015
2476,53.0,40506.79587672812,n,Maestría,Casado,2,Sí,No,10 de November del 2016
2477,48.0,52839.92460938561,F,Bachillerato,Soltero,1,No,Sí,28 de August del 2015
2478,31.0,54458.66410070186,M,Bachillerato,Divorciado,2,No,Sí,27 de June del 2020
2479,18.0,32161.513023843065,M,Universitario,Casado,1,Sí,No,
2480,63.0,65809.78656774314,n,Maestría,Soltero,4,No,Sí,20 de October del 2017
2481,33.0,58580.094174507096,M,Maestría,Casado,4,Sí,Sí,12 de July del 2020
2482,63.0,,F,Maestría,Casado,3,Sí,No,
2483,20.0,26936.22805326237,F,,Soltero,1,Sí,No,15 de May del 2023
2484,52.0,47826.43131377853,F,Maestría,Divorciado,1,Sí,No,1 de January del 2020
2485,58.0,43310.8442920826,M,Universitario,Divorciado,3,Sí,No,2 de April del 2023
2486,23.0,51697.10685579534,F,Bachillerato,,3,Sí,Sí,20 de August del 2015
2487,42.0,44553.250082666505,M,Bachillerato,Soltero,4,Sí,No,30 de January del 2023
2488,30.0,19888.14708882485,n,Maestría,Divorciado,4,No,Sí,Invalid Date
2489,51.0,44174.79592548263,M,Bachillerato,Casado,1,Sí,Sí,Invalid Date
2490,25.0,45415.713333975305,F,,Soltero,4,No,No,
2491,38.0,,F,Maestría,Casado,4,Sí,Sí,7 de June del 2022
2492,51.0,39527.004880834254,M,Bachillerato,Soltero,1,Sí,Sí,14 de August del 2022
2493,21.0,75180.1201005885,F,Maestría,Divorciado,3,Sí,Sí,15 de March del 2022
2494,42.0,21325.391740223644,F,Maestría,Divorciado,1,No,No,24 de March del 2023
2495,32.0,69667.51246703937,M,Bachillerato,Casado,0,No,Sí,10 de March del 2019
2496,21.0,46635.215436828425,M,Bachillerato,Divorciado,1,No,No,2 de December del 2016
2497,62.0,,F,Bachillerato,Divorciado,0,No,No,13 de December del 2023
2498,29.0,51197.022260881,M,Bachillerato,Soltero,1,No,Sí,22 de April del 2023
2499,49.0,67093.33304038204,M,Bachillerato,Divorciado,0,No,Sí,28 de May del 2018
2500,49.0,44189.57053170783,F,Universitario,,0,Sí,No,24 de October del 2019
2501,45.0,33520.693622332816,F,Bachillerato,Soltero,1,Sí,No,18 de September del 2015
2502,30.0,71307.56430906594,M,Universitario,Casado,4,No,No,10 de June del 2022
2503,48.0,,F,Maestría,Soltero,2,No,No,2 de December del 2021
2504,31.0,53323.37710436316,M,Bachillerato,Divorciado,4,No,No,7 de February del 2023
2505,37.0,68521.27871067193,M,Bachillerato,Soltero,0,No,Sí,3 de October del 2015
2506,35.0,34520.67136858348,F,Bachillerato,Soltero,1,No,No,6 de April del 2022
2507,46.0,58932.36346458886,M,Maestría,Casado,1,Sí,Sí,6 de August del 2017
2508,23.0,41151.57865305664,M,Universitario,Divorciado,1,Sí,No,28 de January del 2019
2509,49.0,48017.45966533442,M,,,1,Sí,Sí,23 de September del 2020
2510,46.0,51084.184480764336,F,Bachillerato,Divorciado,2,Sí,No,Invalid Date
2511,60.0,27496.67207829596,F,Bachillerato,Soltero,3,Sí,Sí,24 de May del 2022
2512,19.0,38317.44435769348,F,Bachillerato,Divorciado,0,Sí,Sí,18 de February del 2021
2513,40.0,70266.09338619708,M,Bachillerato,Divorciado,2,Sí,No,30 de September del 2022
2514,36.0,63292.86782877194,M,Maestría,Soltero,4,Sí,Sí,24 de June del 2016
2515,48.0,49060.406340091475,F,,Casado,3,No,No,17 de February del 2016
2516,22.0,53646.85187769339,F,Maestría,Casado,3,No,No,Invalid Date
2517,36.0,45586.362415453135,F,Bachillerato,Soltero,1,Sí,Sí,24 de January del 2018
2518,51.0,70348.75078741973,M,Universitario,Casado,2,Sí,Sí,26 de June del 2019
2519,27.0,46994.71133308754,F,Universitario,Casado,4,Sí,No,30 de November del 2018
2520,42.0,53477.63138202272,M,Bachillerato,Casado,1,No,No,29 de July del 2021
2521,19.0,67190.45216213097,F,Bachillerato,Divorciado,1,No,No,30 de December del 2015
2522,28.0,38339.4277273114,M,Maestría,Casado,0,Sí,Sí,16 de March del 2021
2523,48.0,73381.83776745341,M,Bachillerato,Divorciado,3,No,Sí,11 de August del 2021
2524,32.0,27043.078853849347,F,Bachillerato,Casado,4,Sí,No,
2525,26.0,74444.63196669199,M,Bachillerato,Divorciado,3,Sí,Sí,18 de March del 2018
2526,40.0,44409.86624072038,F,Universitario,Soltero,2,Sí,Sí,25 de July del 2021
2527,36.0,46359.51878262078,M,Maestría,Soltero,0,Sí,Sí,25 de August del 2015
2528,26.0,21649.847432255858,M,Universitario,Casado,1,Sí,No,5 de February del 2022
2529,52.0,43178.079239334606,F,Maestría,Divorciado,0,No,No,8 de November del 2023
2530,38.0,34402.90203459674,M,Universitario,Soltero,1,Sí,Sí,24 de May del 2015
2531,26.0,40885.30481939791,F,Bachillerato,Soltero,0,Sí,Sí,3 de March del 2019
2532,45.0,47940.33551316681,n,Universitario,,1,Sí,No,13 de July del 2020
2533,63.0,64366.87421709359,F,Universitario,Soltero,3,Sí,Sí,18 de January del 2017
2534,24.0,53114.050271009386,M,Maestría,Casado,3,No,No,24 de May del 2017
2535,33.0,54615.149801016705,M,Maestría,,3,Sí,No,2 de August del 2015
2536,33.0,33567.20916731657,M,Universitario,Soltero,3,Sí,No,13 de January del 2015
2537,50.0,36788.68865595905,F,Maestría,Casado,0,No,No,Invalid Date
2538,21.0,76980.87527526967,F,Maestría,Soltero,1,Sí,No,4 de October del 2022
2539,21.0,38971.9844785513,M,Maestría,Soltero,3,Sí,No,25 de January del 2018
2540,56.0,74843.12378085943,M,Maestría,Soltero,0,Sí,No,29 de January del 2021
2541,57.0,,F,Maestría,Soltero,1,Sí,Sí,3 de February del 2022
2542,34.0,50034.31904215256,M,Universitario,Casado,0,No,No,Invalid Date
2543,54.0,66055.47740344895,F,Maestría,Divorciado,3,Sí,Sí,21 de August del 2020
2544,56.0,69078.38632907985,M,Bachillerato,Casado,2,Sí,Sí,12 de June del 2022
2545,46.0,48337.811595813684,F,,Casado,0,No,Sí,17 de January del 2016
2546,53.0,44176.354197176915,M,Universitario,Casado,3,Sí,No,Invalid Date
2547,55.0,49161.193272166805,M,Universitario,Soltero,4,Sí,Sí,16 de June del 2020
2548,56.0,,F,Maestría,,1,No,No,15 de June del 2020
2549,54.0,63369.555303046334,F,Bachillerato,Soltero,3,Sí,No,9 de June del 2022
2550,52.0,50063.447884912275,F,Maestría,Casado,4,No,Sí,18 de September del 2017
2551,24.0,,M,,Soltero,0,Sí,Sí,22 de December del 2020
2552,44.0,74575.39598406412,F,,Divorciado,0,No,Sí,27 de August del 2022
2553,45.0,,n,,Divorciado,4,Sí,Sí,21 de October del 2020
2554,39.0,54674.79284007168,M,Universitario,Soltero,4,Sí,No,17 de August del 2023
2555,31.0,,F,,Casado,1,No,Sí,
2556,24.0,10539.047947564046,F,Bachillerato,Soltero,0,Sí,Sí,18 de November del 2019
2557,54.0,55825.63593845253,F,Bachillerato,Casado,4,No,Sí,8 de November del 2021
2558,39.0,48577.63653078691,M,Universitario,Divorciado,2,No,Sí,25 de November del 2023
2559,22.0,42278.25987627887,M,Bachillerato,Soltero,2,No,Sí,22 de September del 2023
2560,19.0,53652.95306279517,M,Universitario,Divorciado,4,No,No,18 de December del 2023
2561,44.0,49093.94406204637,F,Universitario,Casado,1,Sí,No,9 de September del 2016
2562,38.0,66916.70375950847,M,Bachillerato,Casado,0,No,No,28 de September del 2017
2563,55.0,51291.66302388467,F,Universitario,Soltero,2,Sí,Sí,6 de December del 2018
2564,32.0,38796.15072394749,F,Bachillerato,Soltero,4,Sí,Sí,12 de October del 2016
2565,38.0,64852.49358438933,F,Universitario,,4,No,No,1 de March del 2022
2566,27.0,46743.03387580696,M,Bachillerato,Divorciado,3,No,No,15 de June del 2020
2567,40.0,57898.05025508461,M,Universitario,Casado,4,Sí,No,Invalid Date
2568,56.0,42838.839407108,F,Bachillerato,Casado,1,No,No,7 de February del 2021
2569,22.0,40252.59671753846,F,Universitario,Divorciado,2,Sí,Sí,27 de January del 2021
2570,18.0,51262.52345278544,n,Universitario,Soltero,3,No,Sí,4 de March del 2015
2571,30.0,50192.429653155275,M,Universitario,Soltero,2,Sí,Sí,30 de March del 2023
2572,38.0,57197.405530502496,M,Bachillerato,Divorciado,2,Sí,No,29 de April del 2018
2573,43.0,45970.313700353865,F,Maestría,,1,No,No,7 de September del 2016
2574,62.0,22454.60324344404,M,Universitario,Casado,4,Sí,No,15 de March del 2019
2575,38.0,,M,Universitario,Casado,1,Sí,Sí,22 de December del 2015
2576,35.0,,M,Bachillerato,Casado,4,No,Sí,9 de March del 2020
2577,54.0,,F,Universitario,Divorciado,3,No,No,24 de July del 2019
2578,62.0,46304.24896228178,M,Universitario,Casado,1,No,Sí,29 de November del 2023
2579,49.0,64795.647588589054,F,Universitario,Divorciado,1,No,No,30 de December del 2015
2580,53.0,39320.401591116155,F,,Soltero,0,No,No,7 de August del 2017
2581,34.0,26857.951726356503,F,Maestría,Divorciado,1,Sí,No,26 de March del 2018
2582,52.0,47590.53320711759,M,Maestría,Casado,0,Sí,Sí,20 de June del 2017
2583,28.0,42737.39073126894,M,Universitario,Soltero,4,No,No,11 de November del 2018
2584,38.0,,M,Universitario,Divorciado,4,Sí,No,Invalid Date
2585,43.0,,F,Universitario,Divorciado,4,Sí,Sí,
2586,21.0,57372.584708701754,M,Maestría,Divorciado,0,Sí,No,27 de November del 2023
2587,51.0,49860.67157648276,F,Maestría,Soltero,4,Sí,No,20 de December del 2017
2588,35.0,54604.716090293565,M,Bachillerato,Divorciado,2,Sí,Sí,8 de July del 2023
2589,57.0,77201.11547773135,M,Bachillerato,,1,No,No,20 de December del 2015
2590,52.0,44856.81707663654,M,Universitario,Soltero,0,No,No,Invalid Date
2591,58.0,54175.22951967004,M,Universitario,Soltero,4,Sí,No,10 de August del 2022
2592,46.0,,n,Maestría,Divorciado,2,Sí,Sí,
2593,46.0,37304.60420169541,F,Universitario,,1,No,No,9 de April del 2021
2594,55.0,41226.38519873345,F,Universitario,Soltero,1,No,No,24 de April del 2022
2595,59.0,,n,Maestría,Divorciado,4,No,No,27 de January del 2020
2596,38.0,55392.13696320688,M,Maestría,Casado,2,No,Sí,
2597,59.0,85236.13680051136,F,Maestría,Divorciado,0,Sí,Sí,19 de December del 2018
2598,30.0,39259.3484558624,F,Maestría,Divorciado,4,No,Sí,
2599,58.0,43750.62041576806,F,,Soltero,1,No,No,15 de August del 2023
2600,34.0,49053.15480333128,M,Maestría,Soltero,1,Sí,Sí,Invalid Date
2601,26.0,55936.9827306462,n,Maestría,Divorciado,1,No,No,5 de December del 2020
2602,58.0,53953.26217932178,F,Universitario,Soltero,4,No,Sí,20 de September del 2022
2603,18.0,69261.43690922175,M,Universitario,Soltero,3,No,Sí,12 de July del 2021
2604,19.0,13604.11894197188,M,Universitario,Casado,3,No,Sí,22 de January del 2020
2605,46.0,14196.051947064909,F,,Casado,3,No,Sí,14 de October del 2016
2606,50.0,,F,Maestría,Divorciado,2,Sí,No,17 de March del 2016
2607,27.0,66459.50281315563,M,Maestría,Divorciado,4,Sí,Sí,20 de March del 2023
2608,57.0,26515.279525916056,F,Bachillerato,Divorciado,1,Sí,No,28 de January del 2020
2609,38.0,4885.514904593641,M,Maestría,Divorciado,2,Sí,No,10 de July del 2015
2610,45.0,58567.69109328813,F,Universitario,Casado,3,Sí,No,15 de September del 2015
2611,28.0,53654.85835554072,F,Bachillerato,Soltero,0,No,Sí,Invalid Date
2612,51.0,33646.873898008555,F,Maestría,Casado,2,No,Sí,15 de March del 2015
2613,25.0,35216.90598918605,F,Bachillerato,Divorciado,2,No,No,Invalid Date
2614,39.0,35453.84420547988,n,Bachillerato,Divorciado,4,No,Sí,9 de August del 2019
2615,25.0,51658.0297621091,n,Maestría,Casado,2,No,No,Invalid Date
2616,32.0,40605.270857254895,M,Universitario,,4,No,Sí,5 de April del 2016
2617,34.0,57410.95878463279,F,Maestría,Divorciado,0,No,Sí,2 de July del 2017
2618,40.0,7180.6000564341375,F,Maestría,Soltero,1,No,No,5 de March del 2021
2619,41.0,37147.22202308301,F,Universitario,,1,No,Sí,2 de June del 2017
2620,62.0,33109.19058633425,M,Maestría,,3,No,No,16 de November del 2017
2621,36.0,46154.88982441262,M,Maestría,Divorciado,3,No,No,
2622,22.0,41929.28362264792,n,Maestría,Divorciado,0,No,Sí,15 de November del 2020
2623,49.0,61967.6566984365,M,Bachillerato,Soltero,1,No,Sí,21 de September del 2016
2624,61.0,22109.948425099137,M,Bachillerato,,3,Sí,Sí,3 de September del 2021
2625,18.0,50682.37214496128,M,Bachillerato,Divorciado,2,No,No,Invalid Date
2626,40.0,58375.04634817559,n,Maestría,Divorciado,4,Sí,Sí,29 de May del 2016
2627,54.0,77849.71154842932,M,,Casado,3,No,Sí,21 de October del 2021
